"Spectrum","Time","AIC"
5090,928.9674172800001,17699.21348653897
5091,929.0674108800001,18000.09050087311
5092,929.1674044800001,18124.04702919141
5093,929.26739808,18078.01388197892
5094,929.3673916800001,17876.99977346749
5095,929.4673852800001,17539.2813881618
5096,929.56737888,17084.95757682735
5097,929.66737248,16534.99011194097
5098,929.7673660800001,15910.47037606772
5099,929.86735968,15232.02149032536
5100,929.96735328,14519.28709504792
5101,930.0673468800001,13790.53807968395
5102,930.1673404800001,13062.0803161425
5103,930.2673340800001,12347.64189280941
5104,930.36732768,11655.59480292384
5105,930.4673212800001,10990.30929530462
5106,930.5673148800001,10354.42883066076
5107,930.6673084800001,9749.469629023703
5108,930.76730208,9176.186215439269
5109,930.8672956800001,8634.835918771547
5110,930.96728928,8125.389579926521
5111,931.06728288,7647.855174007663
5112,931.1672764800001,7202.037657748591
5113,931.2672700800001,6788.060098170105
5114,931.3672636800001,6406.420932419039
5115,931.46725728,6058.156401166666
5116,931.5672508800001,5745.000305583326
5117,931.6672444800001,5469.531551446103
5118,931.7672380800001,5235.295197774737
5119,931.86723168,5046.878956584861
5120,931.9672252800001,4909.924634960539
5121,932.06721888,4831.053177273991
5122,932.1672124800001,4817.399002984932
5123,932.2672060800001,4876.9071591356
5124,932.3671996800001,5017.531551249134
5125,932.4671932800001,5246.727533413719
5126,932.56718688,5570.787005063082
5127,932.6671804800001,5994.107017516919
5128,932.76717408,6518.45024116355
5129,932.8671676800001,7142.272586949562
5130,932.96716128,7860.205489259242
5131,933.0671548800001,8662.78622922435
5132,933.16714848,9536.526237771977
5133,933.2671420800001,10464.52671603343
5134,933.36713568,11427.09216093175
5135,933.4671292800001,12402.98112172493
5136,933.5671228800001,13370.36658745927
5137,933.6671164800001,14307.11248711962
5138,933.7671100800001,15190.41281652244
5139,933.86710368,15996.84252163686
5140,933.9670972800001,16703.72264993357
5141,934.06709088,17291.30845751281
5142,934.1670844800001,17744.63656050543
5143,934.26707808,18054.2830142873
5144,934.3670716800001,18215.78448391983
5145,934.46706528,18227.79219100802
5146,934.5670588800001,18089.58655169732
5147,934.6670524800001,17794.86157997372
5148,934.7670460800001,17342.83176999731
5149,934.8670396800001,16737.31122523274
5150,934.96703328,15989.82921275756
5151,935.0670268800001,15119.01193728825
5152,935.16702048,14147.19288945789
5153,935.2670140800001,13096.85910873072
5154,935.36700768,11988.53839629944
5155,935.4670012800001,10840.59243182785
5156,935.56699488,9670.835608169577
5157,935.6669884800001,8499.199395665612
5158,935.76698208,7358.818320757989
5159,935.8669756800001,6274.902557929232
5160,935.9669692800001,5269.820485728488
5161,936.0669628800001,4358.9264075777
5162,936.1669564800001,3549.63189541675
5163,936.26695008,2843.429427286396
5164,936.3669436800001,2238.173112208468
5165,936.46693728,1729.885115535553
5166,936.5669308800001,1313.577577445094
5167,936.66692448,983.1073301361113
5168,936.7669180800001,730.4022306288808
5169,936.86691168,540.2059303712003
5170,936.9669052800001,400.4442090987781
5171,937.0668988800001,299.0744999732
5172,937.1668924800001,225.5557152199287
5173,937.2668860800001,172.0802151601841
5174,937.36687968,132.7691711402211
5175,937.4668732800001,103.4800054168693
5176,937.56686688,81.32810068189089
5177,937.6668604800001,64.30668816138906
5178,937.76685408,51.01276294993804
5179,937.8668476800001,40.45750254748395
5180,937.96684128,31.93724092465012
5181,938.0668348800001,24.94598898707761
5182,938.16682848,19.11597362041886
5183,938.2668220800001,14.52964920062761
5184,938.3668156800001,10.84304767715585
5185,938.4668092800001,7.896531182896073
5186,938.5668028800001,5.564147910840341
5187,938.66679648,3.745508001000339
5188,938.7667900800001,2.359838348452771
5189,938.86678368,1.341579447216105
5190,938.9667772800001,0.6370867894289685
5191,939.06677088,0.2021334422665227
5192,939.1667644800001,0
5193,939.26675808,0
5194,939.3667516800001,0
5195,939.4667452800001,0
5196,939.5667388800001,0
5197,939.6667324800001,0
5198,939.76672608,0
5199,939.8667196800001,0
5200,939.96671328,0
5201,940.0667068800001,0
5202,940.16670048,0
5203,940.2666940800001,0.2100431994748279
5204,940.36668768,0.7029250115827328
5205,940.4666812800001,1.579936915854609
5206,940.5666748800001,2.983345814875141
5207,940.6666684800001,5.114912377698154
5208,940.7666620800001,8.263624130928925
5209,940.86665568,12.84758738547085
5210,940.9666492800001,19.4777903550801
5211,941.06664288,29.05573396418404
5212,941.1666364800001,42.92341426284685
5213,941.26663008,63.09357318788966
5214,941.3666236800001,92.58407424548409
5215,941.46661728,135.9547467011787
5216,941.5666108800001,200.0692449162973
5217,941.66660448,295.1605733203101
5218,941.7665980800001,436.2144227968952
5219,941.8665916800001,644.5837363225642
5220,941.9665852800001,949.595756041076
5221,942.0665788800001,1389.788664240768
5222,942.16657248,2013.431170416607
5223,942.2665660800001,2878.148742674413
5224,942.36655968,4049.63149734031
5225,942.4665532800001,5598.745159758113
5226,942.56654688,7598.967491507251
5227,942.6665404800001,10120.65555347283
5228,942.76653408,13224.0285542401
5229,942.8665276800001,16950.91871577717
5230,942.9665212800001,21316.37567723856
5231,943.0665148800001,26301.41242834902
5232,943.1665084800001,31847.97836378537
5233,943.26650208,37856.83397918693
5234,943.3664956800001,44188.5957504056
5235,943.46648928,50667.9840812918
5236,943.5664828800001,57091.66608248357
5237,943.66647648,63238.14183978515
5238,943.7664700800001,68881.40860053188
5239,943.86646368,73806.12205433975
5240,943.9664572800001,77822.92693741083
5241,944.06645088,80782.01072801986
5242,944.1664444800001,82583.30210874164
5243,944.2664380800001,83182.54390177508
5244,944.3664316800001,82593.12503632814
5245,944.4664252800001,80884.26700587365
5246,944.56641888,78173.7701780974
5247,944.6664124800001,74618.20903158984
5248,944.76640608,70399.83297082291
5249,944.8663996800001,65712.14570355701
5250,944.96639328,60746.03754727521
5251,945.0663868800001,55678.05481173324
5252,945.16638048,50661.7364434101
5253,945.2663740800001,45822.24041521386
5254,945.3663676800001,41253.98863293024
5255,945.4663612800001,37020.92007334303
5256,945.5663548800001,33158.03583947347
5257,945.66634848,29677.74924624232
5258,945.7663420800001,26575.46034059753
5259,945.86633568,23836.92316730906
5260,945.9663292800001,21445.68014109568
5261,946.06632288,19389.69758346951
5262,946.1663164800001,17666.75663370992
5263,946.26631008,16288.59935566629
5264,946.3663036800001,15283.83990053584
5265,946.46629728,14700.32404941788
5266,946.5662908800001,14605.56764146864
5267,946.6662844800001,15085.7455776037
5268,946.7662780800001,16240.72678802847
5269,946.8662716800001,18177.14888061571
5270,946.96626528,20998.04654026617
5271,947.0662588800001,24790.30715369072
5272,947.16625248,29611.48049512176
5273,947.2662460800001,35477.55878735083
5274,947.36623968,42352.85172197145
5275,947.4662332800001,50142.20967765441
5276,947.56622688,58686.97287011538
5277,947.6662204800001,67763.58290492372
5278,947.7662140800001,77087.73604657555
5279,947.8662076800001,86324.83161418031
5280,947.9662012800001,95107.95726393204
5281,948.06619488,103062.6418289923
5282,948.1661884800001,109835.7448939189
5283,948.26618208,115124.6961716727
5284,948.3661756800001,118703.7592623775
5285,948.46616928,120445.6989956526
5286,948.5661628800001,120339.2861631626
5287,948.66615648,118496.1041963834
5288,948.7661500800001,115147.6131033769
5289,948.8661436800001,110625.0846457733
5290,948.9661372800001,105331.8062251971
5291,949.0661308800001,99716.759942477
5292,949.1661244800001,94249.70661917802
5293,949.2661180800001,89392.88745566431
5294,949.36611168,85566.74305061315
5295,949.4661052800001,83110.33231114502
5296,949.56609888,82240.62336063523
5297,949.6660924800001,83018.66963246882
5298,949.76608608,85337.70668910957
5299,949.8660796800001,88941.10052018908
5300,949.96607328,93469.69048720521
5301,950.0660668800001,98511.71581293737
5302,950.1660604800001,103631.3082504617
5303,950.2660540800001,108378.1231871092
5304,950.3660476800001,112297.0176849071
5305,950.46604128,114955.677360241
5306,950.5660348800001,115993.0855254702
5307,950.66602848,115181.3215896465
5308,950.7660220800001,112460.9615886604
5309,950.86601568,107942.7882019461
5310,950.9660092800001,101872.7041900072
5311,951.06600288,94575.6049531544
5312,951.1659964800001,86405.00371279617
5313,951.2659900800001,77717.26409099136
5314,951.3659836800001,68867.95052106831
5315,951.4659772800001,60212.7256845607
5316,951.5659708800001,52091.85997229945
5317,951.6659644800001,44795.31948201699
5318,951.76595808,38511.77998948513
5319,951.8659516800001,33315.69438009237
5320,951.96594528,29178.90079033572
5321,952.0659388800001,25999.98099326138
5322,952.16593248,23637.106395626
5323,952.2659260800001,21934.21182662858
5324,952.36591968,20736.15781744473
5325,952.4659132800001,19893.92945646101
5326,952.5659068800001,19265.45201422942
5327,952.6659004800001,18720.20486306305
5328,952.7658940800001,18149.29057416309
5329,952.86588768,17481.32634937013
5330,952.9658812800001,16681.68180339865
5331,953.06587488,15745.56059353178
5332,953.1658684800001,14688.53913804511
5333,953.26586208,13538.18278205018
5334,953.3658556800001,12327.57893696388
5335,953.46584928,11090.69101930365
5336,953.5658428800001,9859.296726634457
5337,953.6658364800001,8661.213554225847
5338,953.7658300800001,7519.553374768733
5339,953.8658236800001,6452.228256563594
5340,953.96581728,5472.130611195439
5341,954.0658108800001,4587.359584618965
5342,954.16580448,3801.585943809658
5343,954.2657980800001,3114.566891851737
5344,954.36579168,2522.816648527126
5345,954.4657852800001,2020.39331180455
5346,954.56577888,1599.714247306526
5347,954.6657724800001,1252.297390081209
5348,954.76576608,969.1420933537097
5349,954.8657596800001,741.5631214430013
5350,954.9657532800001,561.300501730623
5351,955.0657468800001,420.6175224666133
5352,955.1657404800001,312.4100441650098
5353,955.26573408,230.2954242251084
5354,955.3657276800001,168.689542591184
5355,955.46572128,122.8583724640699
5356,955.5657148800001,88.92404773461361
5357,955.66570848,63.81617976376322
5358,955.7657020800001,45.17701324266231
5359,955.86569568,31.66270913029233
5360,955.9656892800001,21.88435648793605
5361,956.0656828800001,14.83128954685038
5362,956.1656764800001,9.772718959092593
5363,956.2656700800001,6.181353682389659
5364,956.36566368,3.676312209426329
5365,956.4656572800001,1.981505216673894
5366,956.56565088,0.8957625009523745
5367,956.6656444800001,0.2715717397449979
5368,956.76563808,0
5369,956.8656316800001,0
5370,956.96562528,0.179443018902889
5371,957.0656188800001,0.5970034826193827
5372,957.16561248,1.333437098125231
5373,957.2656060800001,2.501058040984103
5374,957.3655996800001,4.257813252867394
5375,957.4655932800001,6.828449891076513
5376,957.5655868800001,10.5367712945076
5377,957.66558048,15.85545638460418
5378,957.7655740800001,23.48405830480236
5379,957.86556768,34.47275344814315
5380,957.9655612800001,50.42110996353014
5381,958.06555488,73.44174723995918
5382,958.1655484800001,107.287435547571
5383,958.26554208,157.9246777496099
5384,958.3655356800001,234.8983583541196
5385,958.4655292800001,353.4563160025176
5386,958.5655228800001,537.6270109858636
5387,958.6655164800001,824.0978069358614
5388,958.76551008,1265.896801286171
5389,958.8655036800001,1933.861126772464
5390,958.96549728,2914.09444907223
5391,959.0654908800001,4302.139705028712
5392,959.16548448,6197.317491612884
5393,959.2654780800001,8698.995641978703
5394,959.36547168,11904.95744193109
5395,959.4654652800001,15908.43810026536
5396,959.5654588800001,20790.99252526789
5397,959.6654524800001,26609.36423834687
5398,959.7654460800001,33376.88480768407
5399,959.8654396800001,41043.74713692907
5400,959.9654332800001,49484.25423535961
5401,960.06542688,58498.52148336478
5402,960.1654204800001,67828.40578104135
5403,960.26541408,77178.7733229455
5404,960.3654076800001,86234.85329924205
5405,960.46540128,94673.14268605941
5406,960.5653948800001,102169.2519907926
5407,960.66538848,108408.0729662275
5408,960.7653820800001,113100.7990596179
5409,960.8653756800001,116010.3158285621
5410,960.9653692800001,116981.2029683343
5411,961.0653628800001,115964.5958220509
5412,961.16535648,113026.4531226326
5413,961.2653500800001,108334.7873897393
5414,961.36534368,102132.6474708389
5415,961.4653372800001,94708.78592419591
5416,961.56533088,86374.39382046711
5417,961.6653244800001,77447.89976206195
5418,961.76531808,68245.3167907176
5419,961.8653116800001,59071.71434698587
5420,961.9653052800001,50209.60848813193
5421,962.0652988800001,41902.54941033004
5422,962.1652924800001,34336.99949792152
5423,962.2652860800001,27629.99405116682
5424,962.3652796800001,21829.04886731395
5425,962.46527328,16924.03998233425
5426,962.5652668800001,12864.82749712322
5427,962.66526048,9577.828744189383
5428,962.7652540800001,6977.826793265627
5429,962.86524768,4974.574515969429
5430,962.9652412800001,3475.784167493676
5431,963.06523488,2388.706584143481
5432,963.1652284800001,1623.754112452137
5433,963.2652220800001,1099.000934738427
5434,963.3652156800001,745.2193434168636
5435,963.4652092800001,508.6004915153571
5436,963.56520288,350.2461841412712
5437,963.6651964800001,243.495275679024
5438,963.76519008,170.6712484746848
5439,963.8651836800001,120.2485760000544
5440,963.96517728,84.7481767935197
5441,964.0651708800001,59.30183091010493
5442,964.16516448,41.26881747946149
5443,964.2651580800001,28.41321851503352
5444,964.3651516800001,19.22342908366907
5445,964.4651452800001,12.69305951386896
5446,964.5651388800001,8.11452317542817
5447,964.66513248,4.9984983602792
5448,964.7651260800001,3.008574029549636
5449,964.86511968,1.920003067828949
5450,964.9651132800001,1.595332942625222
5451,965.06510688,1.973160639088657
5452,965.1651004800001,3.069015429841035
5453,965.26509408,4.713564472500066
5454,965.3650876800001,7.198932023371251
5455,965.46508128,10.99368662775034
5456,965.5650748800001,16.80395238522502
5457,965.6650684800001,25.87594606210467
5458,965.7650620800001,40.31904995169413
5459,965.8650556800001,63.75867812144761
5460,965.96504928,102.5034008685625
5461,966.0650428800001,167.6052074703734
5462,966.16503648,278.3683166867233
5463,966.2650300800001,467.8914556450775
5464,966.36502368,790.6564523952987
5465,966.4650172800001,1330.472107014151
5466,966.56501088,2204.957435120883
5467,966.6650044800001,3563.319953238952
5468,966.7649980800001,5580.68971219421
5469,966.8649916800001,8446.286284728229
5470,966.9649852800001,12358.69581310053
5471,967.06497888,17518.73856509112
5472,967.1649724800001,24117.56501243496
5473,967.26496608,32317.03780417358
5474,967.3649596800001,42222.00341716094
5475,967.46495328,53847.48623621822
5476,967.5649468800001,67088.31287930364
5477,967.66494048,81702.43502130656
5478,967.7649340800001,97316.36651971834
5479,967.8649276800001,113445.4974175679
5480,967.9649212800001,129532.260151977
5481,968.0649148800001,144971.1645327781
5482,968.1649084800001,159135.2603495737
5483,968.2649020800001,171405.1605732257
5484,968.36489568,181204.620122214
5485,968.4648892800001,188043.6857966439
5486,968.56488288,191566.286632093
5487,968.6648764800001,191593.7482773932
5488,968.76487008,188150.8806057913
5489,968.8648636800001,181463.4724393567
5490,968.96485728,171930.071252798
5491,969.0648508800001,160072.8159218077
5492,969.1648444800001,146491.7132335585
5493,969.2648380800001,131822.4170976369
5494,969.3648316800001,116700.8851043713
5495,969.46482528,101733.1408678787
5496,969.5648188800001,87466.68843615981
5497,969.66481248,74360.66762089322
5498,969.7648060800001,62756.14458643463
5499,969.86479968,52854.79705774808
5500,969.9647932800001,44716.11559351494
5501,970.06478688,38275.31251774587
5502,970.1647804800001,33374.34027157454
5503,970.2647740800001,29795.72128650622
5504,970.3647676800001,27292.06160458172
5505,970.4647612800001,25608.38131876815
5506,970.5647548800001,24497.58789370493
5507,970.6647484800001,23732.0246329068
5508,970.76474208,23113.52601812572
5509,970.8647356800001,22483.72624924274
5510,970.96472928,21732.06568692671
5511,971.0647228800001,20797.40528352233
5512,971.16471648,19662.16692936876
5513,971.2647100800001,18341.93433303345
5514,971.36470368,16874.27335916187
5515,971.4646972800001,15308.95621051551
5516,971.5646908800001,13700.19600382032
5517,971.6646844800001,12100.94129050478
5518,971.7646780800001,10558.11554671215
5519,971.86467168,9109.921924881475
5520,971.9646652800001,7784.158769637852
5521,972.06465888,6597.748239047534
5522,972.1646524800001,5557.366233928203
5523,972.26464608,4660.966607244455
5524,972.3646396800001,3899.88934179655
5525,972.46463328,3261.175759641093
5526,972.5646268800001,2729.726595169846
5527,972.6646204800001,2290.03969237644
5528,972.7646140800001,1927.317985544601
5529,972.8646076800001,1625.664371733391
5530,972.9646012800001,1373.964510063981
5531,973.0645948800001,1162.867907723857
5532,973.16458848,984.6571934497705
5533,973.2645820800001,833.0441846364331
5534,973.36457568,702.9468911162894
5535,973.4645692800001,590.2774013578592
5536,973.56456288,491.7545133929201
5537,973.6645564800001,404.7453295103304
5538,973.76455008,327.1349748979677
5539,973.8645436800001,257.2213135107414
5540,973.9645372800001,199.0660824652758
5541,974.0645308800001,150.9857957137902
5542,974.1645244800001,111.5790460838069
5543,974.26451808,79.67382883858467
5544,974.3645116800001,54.28543617213391
5545,974.46450528,34.59312055759036
5546,974.5644988800001,19.89604680026178
5547,974.66449248,9.599587106164849
5548,974.7644860800001,3.19839389533999
5549,974.86447968,0.2632010518111633
5550,974.9644732800001,0.4309297253965932
5551,975.0644668800001,0.6803335504751901
5552,975.1644604800001,1.049865172423123
5553,975.2644540800001,1.598577611788498
5554,975.36444768,2.418514199241723
5555,975.4644412800001,3.655303062738991
5556,975.56443488,5.521929728963806
5557,975.6644284800001,8.390967400129037
5558,975.76442208,12.87639830136603
5559,975.8644156800001,19.99392790109441
5560,975.96440928,31.4130616618212
5561,976.0644028800001,49.81554930460319
5562,976.1643964800001,79.31113351951696
5563,976.2643900800001,125.7340158718244
5564,976.3643836800001,196.5568199479752
5565,976.4643772800001,300.3406147263561
5566,976.5643708800001,446.039332522455
5567,976.66436448,642.6017884446651
5568,976.7643580800001,898.8958422067785
5569,976.86435168,1223.792041853748
5570,976.9643452800001,1626.032665342675
5571,977.06433888,2113.631949573186
5572,977.1643324800001,2692.611048049193
5573,977.26432608,3365.126235903087
5574,977.3643196800001,4127.449942877195
5575,977.4643132800001,4968.725271745642
5576,977.5643068800001,5871.235562068004
5577,977.6643004800001,6812.011455126937
5578,977.76429408,7764.939266963373
5579,977.8642876800001,8702.731754772867
5580,977.96428128,9598.245378119465
5581,978.0642748800001,10425.25919669475
5582,978.16426848,11159.66880710532
5583,978.2642620800001,11781.92051010026
5584,978.36425568,12280.57983378338
5585,978.4642492800001,12656.24295944222
5586,978.5642428800001,12924.43224208577
5587,978.6642364800001,13116.37874674916
5588,978.7642300800001,13277.47357780807
5589,978.8642236800001,13463.72689607377
5590,978.9642172800001,13736.84506206273
5591,979.06421088,14159.16511633156
5592,979.1642044800001,14789.19332240341
5593,979.26419808,15677.05790983908
5594,979.3641916800001,16859.45612490623
5595,979.46418528,18354.71512338278
5596,979.5641788800001,20158.8846315342
5597,979.66417248,22243.71259231287
5598,979.7641660800001,24556.65409610965
5599,979.8641596800001,27022.55075275118
5600,979.9641532800001,29547.08386167707
5601,980.0641468800001,32022.38141026883
5602,980.16414048,34334.41853699098
5603,980.2641340800001,36371.23860165085
5604,980.36412768,38031.07350175879
5605,980.4641212800001,39229.32875227962
5606,980.56411488,39903.66437577773
5607,980.6641084800001,40017.08436411524
5608,980.76410208,39559.20150090419
5609,980.8640956800001,38546.14903466229
5610,980.9640892800001,37019.36750056089
5611,981.0640828800001,35042.90673358272
5612,981.1640764800001,32698.74219560794
5613,981.2640700800001,30080.29362709855
5614,981.3640636800001,27285.19254407004
5615,981.46405728,24408.71368148784
5616,981.5640508800001,21538.86602277574
5617,981.66404448,18753.2458735638
5618,981.7640380800001,16116.96530288659
5619,981.86403168,13681.13780502066
5620,981.9640252800001,11481.65479889681
5621,982.06401888,9538.691965368622
5622,982.1640124800001,7857.529954713297
5623,982.2640060800001,6430.852938497996
5624,982.3639996800001,5242.025685317903
5625,982.4639932800001,4261.31643736149
5626,982.56398688,3463.574055681876
5627,982.6639804800001,2822.471043908505
5628,982.76397408,2311.715567622298
5629,982.8639676800001,1906.100196961405
5630,982.96396128,1582.309084474962
5631,983.0639548800001,1319.814273316994
5632,983.16394848,1101.571181437828
5633,983.2639420800001,914.3358852044428
5634,983.3639356800001,748.4028873635926
5635,983.4639292800001,597.0036105192148
5636,983.5639228800001,469.934947189326
5637,983.6639164800001,363.1730646363084
5638,983.7639100800001,273.8047348492155
5639,983.86390368,199.7551979164923
5640,983.9638972800001,139.3347254301321
5641,984.06389088,91.19536490281996
5642,984.1638844800001,54.22361827817689
5643,984.26387808,27.50819036797428
5644,984.3638716800001,10.46274537958617
5645,984.4638652800001,2.394950295177963
5646,984.5638588800001,2.696548756674443
5647,984.6638524800001,3.659406370719964
5648,984.7638460800001,5.337288264727947
5649,984.8638396800001,7.824939186028476
5650,984.96383328,11.21567708820896
5651,985.0638268800001,15.71180134411334
5652,985.16382048,21.57545007409683
5653,985.2638140800001,29.14349841694848
5654,985.36380768,38.82726639824083
5655,985.4638012800001,50.73931481482391
5656,985.56379488,65.48023769546251
5657,985.6637884800001,83.79765297469707
5658,985.7637820800001,106.6091368088907
5659,985.8637756800001,135.022208817828
5660,985.9637692800001,170.3492129478788
5661,986.06376288,214.1161336579007
5662,986.1637564800001,268.0665765269915
5663,986.26375008,334.1646469879822
5664,986.3637436800001,414.6022854656634
5665,986.46373728,511.8167707373
5666,986.5637308800001,628.6440865479312
5667,986.66372448,768.1370597300775
5668,986.7637180800001,933.7275971547641
5669,986.8637116800001,1129.282571474365
5670,986.9637052800001,1359.152543917911
5671,987.0636988800001,1628.220423023475
5672,987.1636924800001,1941.99387300699
5673,987.2636860800001,2306.827813690697
5674,987.36367968,2730.350106667018
5675,987.4636732800001,3222.03033555848
5676,987.56366688,3793.641490246109
5677,987.6636604800001,4459.390098919306
5678,987.76365408,5235.419335580347
5679,987.8636476800001,6139.077534914009
5680,987.96364128,7188.017144905807
5681,988.0636348800001,8399.041917404948
5682,988.1636284800001,9786.482814110357
5683,988.2636220800001,11359.84363177744
5684,988.3636156800001,13120.64481699787
5685,988.46360928,15058.8032140892
5686,988.5636028800001,17149.425501192
5687,988.66359648,19351.1996420615
5688,988.7635900800001,21607.1805034862
5689,988.86358368,23847.71011743783
5690,988.9635772800001,25994.64737135568
5691,989.06357088,27965.73793197896
5692,989.1635644800001,29679.14642151159
5693,989.2635580800001,31058.71764072263
5694,989.3635516800001,32040.66408107388
5695,989.4635452800001,32581.59885946088
5696,989.5635388800001,32666.33712723953
5697,989.6635324800001,32312.7169557161
5698,989.76352608,31571.43650951496
5699,989.8635196800001,30521.40814597567
5700,989.96351328,29262.89081208347
5701,990.0635068800001,27910.26614385835
5702,990.16350048,26585.36439962272
5703,990.2634940800001,25410.94772902981
5704,990.36348768,24503.33462789742
5705,990.4634812800001,23963.03546015026
5706,990.5634748800001,23864.47717109949
5707,990.6634684800001,24246.23170798232
5708,990.7634620800001,25106.59701311185
5709,990.86345568,26406.35703008064
5710,990.9634492800001,28076.5158141912
5711,991.06344288,30027.04709374941
5712,991.1634364800001,32154.39187434022
5713,991.26343008,34347.44467935546
5714,991.3634236800001,36492.71142607768
5715,991.46341728,38479.72977630114
5716,991.5634108800001,40208.03789832743
5717,991.6634044800001,41594.75102867882
5718,991.7633980800001,42583.22146606407
5719,991.8633916800001,43148.42609643695
5720,991.9633852800001,43296.62140794871
5721,992.0633788800001,43059.4008832471
5722,992.16337248,42484.98843797035
5723,992.2633660800001,41629.82607371271
5724,992.36335968,40552.27905597894
5725,992.4633532800001,39308.95202634339
5726,992.56334688,37953.01921238621
5727,992.6633404800001,36533.3367523415
5728,992.76333408,35092.92550139296
5729,992.8633276800001,33665.67575587558
5730,992.9633212800001,32272.3405522508
5731,993.0633148800001,30918.83624390021
5732,993.1633084800001,29598.98273851116
5733,993.26330208,28300.60890813512
5734,993.3632956800001,27012.31563054997
5735,993.46328928,25729.25950472973
5736,993.5632828800001,24458.84494150521
5737,993.66327648,23231.22752332092
5738,993.7632700800001,22127.02445359913
5739,993.86326368,21342.68635940126
5740,993.9632572800001,21273.73798571126
5741,994.0632508800001,22442.94621552049
5742,994.1632444800001,25102.92258354314
5743,994.2632380800001,28957.93181293892
5744,994.3632316800001,33499.2978308614
5745,994.4632252800001,38366.82973809198
5746,994.56321888,43383.36318548378
5747,994.6632124800001,48459.30373533944
5748,994.76320608,53509.47354363093
5749,994.8631996800001,58368.47888802015
5750,994.96319328,62647.74987140382
5751,995.0631868800001,65564.45185345103
5752,995.1631804800001,66076.25161132922
5753,995.2631740800001,63695.19278306791
5754,995.3631676800001,59031.6664498164
5755,995.4631612800001,53119.4333921398
5756,995.5631548800001,46687.80988675089
5757,995.66314848,40086.3417712878
5758,995.7631420800001,33463.47859494943
5759,995.86313568,26900.70259227674
5760,995.9631292800001,20494.56805719074
5761,996.06312288,14443.20902900565
5762,996.1631164800001,9137.73438483793
5763,996.26311008,5110.215600366182
5764,996.3631036800001,2599.619206253726
5765,996.4630972800001,1295.875249333802
5766,996.5630908800001,677.6953587929303
5767,996.6630844800001,376.8813487627087
5768,996.76307808,216.809254961459
5769,996.8630716800001,125.1566359850007
5770,996.96306528,72.39449982673788
5771,997.0630588800001,45.57776858789158
5772,997.16305248,38.61649564832853
5773,997.2630460800001,48.55209815729568
5774,997.36303968,65.73480240521438
5775,997.4630332800001,92.0970075299989
5776,997.5630268800001,130.7179842450454
5777,997.6630204800001,185.9145561685116
5778,997.7630140800001,263.3860764910702
5779,997.8630076800001,370.3520116265918
5780,997.9630012800001,515.6321999989478
5781,998.06299488,709.6239459309631
5782,998.1629884800001,964.1329856778829
5783,998.26298208,1292.020205720279
5784,998.3629756800001,1706.711728564683
5785,998.46296928,2221.288887134014
5786,998.5629628800001,2847.533381735749
5787,998.66295648,3594.756251793497
5788,998.7629500800001,4468.52478944933
5789,998.8629436800001,5469.395164437105
5790,998.9629372800001,6591.775909152104
5791,999.0629308800001,7823.05556865726
5792,999.16292448,9143.120644347013
5793,999.2629180800001,10524.36853438347
5794,999.36291168,11932.2857319041
5795,999.4629052800001,13326.6164774781
5796,999.56289888,14663.09194703207
5797,999.6628924800001,15895.64088129743
5798,999.76288608,16978.92996314506
5799,999.8628796800001,17871.05373499777
5800,999.9628732800001,18536.15556212192
5801,1000.06286688,18946.75655931506
5802,1000.16286048,19085.58708306657
5803,1000.26285408,18946.75655931506
5804,1000.36284768,18536.15556212192
5805,1000.46284128,17871.05373499777
5806,1000.56283488,16978.92996314506
5807,1000.66282848,15895.64088129743
5808,1000.76282208,14663.09194703207
5809,1000.86281568,13326.6164774781
5810,1000.96280928,11932.2857319041
5811,1001.06280288,10524.36665106461
5812,1001.16279648,9143.745683030183
5813,1001.26279008,7825.129451494367
5814,1001.36278368,6596.379439519849
5815,1001.46277728,5477.958015156023
5816,1001.56277088,4482.948993895406
5817,1001.66276448,3617.58590442312
5818,1001.76275808,2882.187663663816
5819,1001.86275168,2272.380875603948
5820,1001.96274528,1780.48126952904
5821,1002.06273888,1396.914320260599
5822,1002.16273248,1111.572607624644
5823,1002.26272608,913.7148117338133
5824,1002.36271968,795.2429630430714
5825,1002.46271328,750.3964382816556
5826,1002.56270688,776.211265249004
5827,1002.66270048,872.6834451411977
5828,1002.76269408,1042.652938008246
5829,1002.86268768,1291.462392873244
5830,1002.96268128,1626.471987167245
5831,1003.06267488,2056.511185114351
5832,1003.16266848,2591.318654190662
5833,1003.26266208,3240.981839342449
5834,1003.36265568,4016.094938486934
5835,1003.46264928,4925.810583465873
5836,1003.56264288,5977.796380579879
5837,1003.66263648,7177.507668027
5838,1003.76263008,8527.443617599867
5839,1003.86262368,10026.39186662642
5840,1003.96261728,11668.57730897826
5841,1004.06261088,13442.57522689687
5842,1004.16260448,15330.10193694971
5843,1004.26259808,17305.1961119004
5844,1004.36259168,19334.21713624251
5845,1004.46258528,21376.61323252979
5846,1004.56257888,23386.4443869938
5847,1004.66257248,25313.95814516042
5848,1004.76256608,27107.21407743869
5849,1004.86255968,28713.63493903229
5850,1004.96255328,30081.80664101415
5851,1005.06254688,31164.05918078988
5852,1005.16254048,31920.05888644651
5853,1005.26253408,32320.72245306628
5854,1005.36252768,32351.00743074994
5855,1005.46252128,32010.65507724034
5856,1005.56251488,31313.08288892072
5857,1005.66250848,30283.21581079171
5858,1005.76250208,28955.14691302331
